,time_entered_pathway,overall_queue_time,overall_q_time
0,0.0,,120.5000000000001
0,0.055172589959468124,,240.44482741004092
0,0.2871837692264205,,242.11281623077394
0,0.5295857547243935,,242.37041424527598
0,0.5355574744192098,,244.26444252558116
0,1.1704706189538445,,244.12952938104652
0,1.2205633599741939,,245.9794366400262
0,1.2431024746743056,,246.45689752532607
0,1.298007418514822,,248.30199258148556
0,1.3195773766786114,,248.78042262332178
0,1.3409497302464601,,250.65905026975395
0,1.4119130997966114,,251.0880869002038
0,1.7638428021733312,,252.63615719782706
0,1.9383864028992472,,252.96161359710115
0,2.2641782307819884,,254.53582176921842
0,2.3447291072632264,,254.9552708927372
0,2.366425929225831,,256.83357407077455
0,2.5887709961985337,,257.11122900380184
0,2.7689929065591934,,258.83100709344114
0,2.854192156176341,,259.245807843824
0,3.199587077450914,,260.8004129225494
0,3.3140481784147404,,261.1859518215856
0,3.3771394281877667,,263.02286057181254
0,4.032810995395328,,262.867189004605
0,4.10851969419575,,264.69148030580453
0,4.124650094385599,,265.1753499056147
0,4.261494161882884,,266.9385058381174
0,4.71853647748836,,266.9814635225119
0,5.385883073911739,,268.21411692608854
0,5.701209873619494,,268.39879012638073
0,5.799247221951113,,270.2007527780491
0,5.86687236667151,,270.63312763332874
0,6.282087423945257,,272.11791257605495
0,6.454612891560124,,272.44538710844006
0,6.477009215559573,,274.3229907844406
0,6.544206410824591,,274.7557935891756
0,6.699105881058898,,276.50089411894123
0,6.824665599546138,,276.875334400454
0,7.476939999926844,,278.1230600000733
0,7.614581536190127,,278.48541846381
0,7.791507186773037,,280.20849281322705
0,8.062638203345387,,280.4373617966547
0,8.192576686484236,,282.20742331351585
0,8.49644997268246,,282.40355002731764
0,8.914500289035795,,283.88549971096427
0,9.033321522131724,,284.26667847786837
0,9.035027199683634,,286.16497280031643
0,9.187356335918137,,286.5126436640819
0,9.27100704930067,,288.32899295069933
0,9.344618795119192,,288.75538120488085
0,9.570516263258689,,290.4294837367413
0,9.71482154293193,,290.78517845706807
0,9.805615638646874,,292.5943843613531
0,10.036196032453987,,292.863803967546
0,10.329152745645636,,294.47084725435434
0,10.624182281248634,,294.6758177187513
0,10.775872846945246,,296.4241271530547
0,10.793041894125054,,296.9069581058749
0,11.035951816518034,,298.5640481834819
0,11.44858302617346,,298.65141697382643
0,11.662429444939377,,300.3375705550605
0,11.769464907537152,,300.73053509246273
0,11.82519859828558,,302.5748014017143
0,12.13217370084964,,302.7678262991502
0,12.563375559219988,,304.23662444077985
0,12.841453661302355,,304.4585463386975
0,13.125013371072178,,306.07498662892766
0,13.327867265972264,,306.37213273402756
0,13.372948991455148,,308.22705100854466
0,13.557985862553398,,308.5420141374464
0,13.595676689228146,,310.40432331077164
0,14.018621667692955,,310.4813783323068
0,14.033341751805551,,312.3666582481942
0,14.310290561842994,,312.5897094381568
0,14.974360099252944,,313.8256399007468
0,15.161125586860654,,314.1388744131391
0,15.357108723289823,,315.8428912767099
0,15.443521074731184,,316.25647892526854
0,15.450808313883988,,318.14919168611567
0,15.56457688788776,,318.5354231121119
0,15.81878132128381,,320.1812186787158
0,15.927764635055688,,320.572235364944
